netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path
UO.CHIL,-121.753639,42.624561,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,2.920451,4.0,13.0,0.05595482,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UO.CHIL,-121.753639,42.624561,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,2.182471,2.0,13.0,0.03962345,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UO.CHIL,-121.753639,42.624561,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.020,942.478,0.2,0.484368,1.0,15.0,0.00599406,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UO.DFAZ,-122.109299,43.240601,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,1.336717,4.0,10.0,0.02561857,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UO.DFAZ,-122.109299,43.240601,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.170,55.440,0.2,0.811993,2.0,14.0,0.00159311,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UO.DFAZ,-122.109299,43.240601,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.030,628.319,0.2,1.307865,1.0,13.0,0.01637456,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UO.WLOO,-122.737694,44.523418,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.050,94.248,0.2,3.954971,4.0,9.0,0.06662864,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UO.WLOO,-122.737694,44.523418,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,0.462603,2.0,7.0,0.01468053,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UO.WLOO,-122.737694,44.523418,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.180,104.720,0.2,1.036031,1.0,5.0,0.01842483,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.BES3,-122.525337,47.642021,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,3.098091,4.0,12.0,0.05759985,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.BES3,-122.525337,47.642021,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.160,58.905,0.2,1.503062,2.0,7.0,0.01211167,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.BES3,-122.525337,47.642021,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.590,31.948,0.2,1.713076,1.0,5.0,0.00559687,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.DDRF,-119.059502,46.491100,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.200,23.562,0.2,0.844379,4.0,8.0,0.00527978,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.DDRF,-119.059502,46.491100,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,1.155899,2.0,10.0,0.01619175,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.DDRF,-119.059502,46.491100,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.110,171.360,0.2,0.601487,1.0,12.0,0.00287314,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.FISH,-123.559097,45.930599,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,2.852796,4.0,10.0,0.06111059,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.FISH,-123.559097,45.930599,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.020,471.239,0.2,1.082732,2.0,7.0,0.01982643,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.FISH,-123.559097,45.930599,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.610,30.901,0.2,3.406506,1.0,6.0,0.00216045,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.KENT,-120.635101,45.235699,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,4.641649,4.0,9.0,0.13033550,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.KENT,-120.635101,45.235699,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,1.100770,2.0,9.0,0.06304997,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.KENT,-120.635101,45.235699,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.010,1884.956,0.2,0.838131,1.0,2.0,0.08447665,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.OT3,-119.234131,46.668861,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.070,67.320,0.2,3.598016,4.0,9.0,0.06008442,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.OT3,-119.234131,46.668861,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.170,55.440,0.2,3.323049,2.0,12.0,0.01301650,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.OT3,-119.234131,46.668861,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.350,53.856,0.2,0.891920,1.0,8.0,0.00143756,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.PHIN,-119.927803,45.895100,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.100,47.124,0.2,2.082288,4.0,13.0,0.01393848,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.PHIN,-119.927803,45.895100,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,2.257034,2.0,20.0,0.03113179,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.PHIN,-119.927803,45.895100,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.100,188.496,0.2,0.520115,1.0,12.0,0.00251023,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.RAD1,-122.363335,47.636131,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,1.357567,4.0,8.0,0.04870754,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.RAD1,-122.363335,47.636131,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.080,117.810,0.2,0.810613,2.0,14.0,0.00388845,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.RAD1,-122.363335,47.636131,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.140,134.640,0.2,1.339581,1.0,13.0,0.00318869,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.RAD2,-122.358353,47.631645,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,2.281606,4.0,9.0,0.06742885,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.RAD2,-122.358353,47.631645,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.190,49.604,0.2,1.111121,2.0,12.0,0.00234056,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
UW.RAD2,-122.358353,47.631645,2017-01-01T00:00:00+0000 - 2018-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.100,188.496,0.2,0.968733,1.0,14.0,0.00407900,10.0,/home/kffeng/DATA_PNW/pnw_2017/STACK_acfs_HH_2017/
