netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path
UO.DFAZ,-122.109299,43.240601,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,1.056575,4.0,11.0,0.02196391,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_HH_2022/
UO.DFAZ,-122.109299,43.240601,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.230,40.977,0.2,0.640834,2.0,10.0,0.00168431,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_HH_2022/
UO.DFAZ,-122.109299,43.240601,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.060,314.159,0.2,1.082518,1.0,16.0,0.00460240,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_HH_2022/
UO.HBUG,-124.379433,42.640789,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,0.563705,4.0,15.0,0.00526805,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_HH_2022/
UO.HBUG,-124.379433,42.640789,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.610,15.450,0.2,11.177992,2.0,10.0,0.00139234,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_HH_2022/
UO.HBUG,-124.379433,42.640789,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.330,57.120,0.2,0.218670,1.0,3.0,0.00404727,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_HH_2022/
UO.KEB,-124.334190,42.872353,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.180,26.180,0.2,3.290253,4.0,15.0,0.00501140,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_HH_2022/
UO.KEB,-124.334190,42.872353,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.740,12.736,0.2,2.785862,2.0,5.0,0.00464300,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_HH_2022/
UO.KEB,-124.334190,42.872353,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.110,171.360,0.2,0.441539,1.0,7.0,0.00577982,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_HH_2022/
UO.KUHN,-122.895790,45.785210,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,5.550626,4.0,12.0,0.12141789,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_HH_2022/
