netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path
CC.ASBU,-121.368401,43.820560,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.330,14.280,0.2,11.570492,4.0,10.0,0.01232999,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.ASBU,-121.368401,43.820560,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,0.488774,2.0,17.0,0.00448907,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.ASBU,-121.368401,43.820560,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.010,1884.956,0.2,0.978831,1.0,15.0,0.01131013,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.BRSP,-121.708427,45.401550,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.130,36.249,0.2,10.766491,4.0,14.0,0.04836661,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.BRSP,-121.708427,45.401550,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.080,117.810,0.2,2.290684,2.0,11.0,0.01833288,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.BRSP,-121.708427,45.401550,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.070,269.279,0.2,0.327222,1.0,9.0,0.00448724,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CARB,-122.005409,46.988319,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.210,22.440,0.2,8.428850,4.0,14.0,0.01222158,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CARB,-122.005409,46.988319,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.150,62.832,0.2,1.368802,2.0,4.0,0.03435636,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CARB,-122.005409,46.988319,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.470,40.105,0.2,1.579591,1.0,7.0,0.00303065,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CIHL,-121.148621,43.750969,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.120,39.270,0.2,0.738163,4.0,13.0,0.00399639,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CIHL,-121.148621,43.750969,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.320,29.452,0.2,2.748066,2.0,9.0,0.00545484,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CIHL,-121.148621,43.750969,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.060,314.159,0.2,0.190945,1.0,13.0,0.00103310,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CLBH,-122.143494,42.907745,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.070,67.320,0.2,0.919374,4.0,12.0,0.00774207,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CLBH,-122.143494,42.907745,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.330,28.560,0.2,2.311342,2.0,12.0,0.00151351,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CLBH,-122.143494,42.907745,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.750,25.133,0.2,1.562123,1.0,3.0,0.00885352,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CLCV,-122.088882,42.976139,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.100,47.124,0.2,1.265692,4.0,15.0,0.00528769,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CLCV,-122.088882,42.976139,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,0.310146,2.0,12.0,0.00288231,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CLCV,-122.088882,42.976139,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.810,23.271,0.2,0.357893,1.0,3.0,0.00223718,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CLMS,-122.016258,42.922958,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.120,39.270,0.2,0.748809,4.0,12.0,0.00503411,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CLMS,-122.016258,42.922958,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.100,94.248,0.2,0.166016,2.0,12.0,0.00113445,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CLMS,-122.016258,42.922958,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,1.460,12.911,0.2,0.438365,1.0,2.0,0.00107588,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CPCO,-121.233192,43.722012,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.080,58.905,0.2,5.363080,4.0,13.0,0.04770761,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CPCO,-121.233192,43.722012,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.190,49.604,0.2,4.667686,2.0,19.0,0.00130164,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.CPCO,-121.233192,43.722012,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.060,314.159,0.2,0.229204,1.0,15.0,0.00070196,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
CC.HIYU,-121.807396,45.435230,2020-01-01T00:00:00+0000 - 2021-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.100,47.124,0.2,4.697300,4.0,18.0,0.01441373,10.0,/home/kffeng/DATA_PNW/pnw_2020/STACK_acfs_BH_2020/
