netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path
CC.ASBU,-121.368401,43.820560,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.360,13.090,0.2,13.943611,4.0,10.0,0.01279511,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.ASBU,-121.368401,43.820560,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,0.607571,2.0,17.0,0.00580456,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.ASBU,-121.368401,43.820560,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.010,1884.956,0.2,0.942481,1.0,20.0,0.00969209,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.CIHL,-121.148621,43.750969,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.160,29.452,0.2,0.601680,4.0,10.0,0.00337085,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.CIHL,-121.148621,43.750969,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.210,44.880,0.2,2.216079,2.0,8.0,0.01411626,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.CIHL,-121.148621,43.750969,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.110,171.360,0.2,0.322530,1.0,12.0,0.00096499,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.CLBH,-122.143494,42.907745,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.100,47.124,0.2,1.147926,4.0,14.0,0.00501319,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.CLBH,-122.143494,42.907745,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.320,29.452,0.2,2.357967,2.0,12.0,0.00162543,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.CLBH,-122.143494,42.907745,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,1.080,17.453,0.2,1.712435,1.0,4.0,0.00199563,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.CPCO,-121.233192,43.722012,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.080,58.905,0.2,7.356449,4.0,13.0,0.06605032,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.CPCO,-121.233192,43.722012,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.180,52.360,0.2,4.437076,2.0,19.0,0.00159306,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.CPCO,-121.233192,43.722012,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.100,188.496,0.2,0.374569,1.0,16.0,0.00065708,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.NORM,-121.252678,43.738960,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.160,29.452,0.2,3.411788,4.0,11.0,0.01596898,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.NORM,-121.252678,43.738960,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.130,72.498,0.2,1.536425,2.0,14.0,0.00641249,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.NORM,-121.252678,43.738960,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.080,235.619,0.2,0.702515,1.0,16.0,0.00193671,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.OBSR,-121.815331,46.899719,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,4.126373,4.0,15.0,0.06752034,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.OBSR,-121.815331,46.899719,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.180,52.360,0.2,2.705219,2.0,16.0,0.00311005,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.OBSR,-121.815331,46.899719,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.370,50.945,0.2,1.036291,1.0,11.0,0.00024626,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.PR01,-122.037567,46.910110,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,2.568297,4.0,13.0,0.04195664,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.PR01,-122.037567,46.910110,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.260,36.249,0.2,0.645736,2.0,5.0,0.01042306,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.PR01,-122.037567,46.910110,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.370,50.945,0.2,1.768617,1.0,9.0,0.00210010,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.PR02,-122.048637,46.918304,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.040,117.810,0.2,0.761976,4.0,12.0,0.00965683,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.PR02,-122.048637,46.918304,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.270,34.907,0.2,1.685924,2.0,16.0,0.00043634,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.PR02,-122.048637,46.918304,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.440,42.840,0.2,1.102973,1.0,13.0,0.00003704,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.PR04,-121.988525,46.929749,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.310,15.201,0.2,8.741346,4.0,9.0,0.01569570,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.PR04,-121.988525,46.929749,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.250,37.699,0.2,7.368218,2.0,16.0,0.00424086,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.PR04,-121.988525,46.929749,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.440,42.840,0.2,2.389688,1.0,10.0,0.00090514,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
CC.PRLK,-121.962639,44.209751,2018-01-01T00:00:00+0000 - 2019-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.210,22.440,0.2,7.282131,4.0,13.0,0.01020999,10.0,/home/kffeng/DATA_PNW/pnw_2018/STACK_acfs_BH_2018/
