netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path
CC.VALT,-122.189247,46.214218,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,6.979513,4.0,8.0,0.27408490,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
CC.VALT,-122.189247,46.214218,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.330,28.560,0.2,8.988504,2.0,8.0,0.01870329,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
CC.VALT,-122.189247,46.214218,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.160,117.810,0.2,2.542333,1.0,13.0,0.00747606,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
HW.CCRK,-119.854797,46.558498,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.190,24.802,0.2,5.507224,4.0,10.0,0.02895966,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
HW.CCRK,-119.854797,46.558498,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.160,58.905,0.2,2.273206,2.0,16.0,0.00192905,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
HW.CCRK,-119.854797,46.558498,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.190,99.208,0.2,1.913919,1.0,19.0,0.00080420,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
HW.DDRF,-119.059502,46.491100,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.100,47.124,0.2,0.487767,4.0,8.0,0.00697683,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
HW.DDRF,-119.059502,46.491100,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.100,94.248,0.2,2.632459,2.0,10.0,0.02343672,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
HW.DDRF,-119.059502,46.491100,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.120,157.080,0.2,0.960348,1.0,14.0,0.00323421,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
HW.PHIN,-119.927803,45.895100,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.130,36.249,0.2,1.606180,4.0,13.0,0.00875220,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
HW.PHIN,-119.927803,45.895100,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,3.556792,2.0,19.0,0.05497312,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
HW.PHIN,-119.927803,45.895100,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.030,628.319,0.2,0.203548,1.0,10.0,0.00232268,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.A12A,-115.652603,48.933899,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.200,23.562,0.2,7.842541,4.0,11.0,0.02537295,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.A12A,-115.652603,48.933899,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.040,235.619,0.2,1.390589,2.0,16.0,0.00760992,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.A12A,-115.652603,48.933899,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.290,64.998,0.2,2.306098,1.0,11.0,0.00253378,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.B12A,-115.588898,48.469398,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.120,39.270,0.2,0.758684,4.0,8.0,0.00982381,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.B12A,-115.588898,48.469398,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.060,157.080,0.2,1.191509,2.0,15.0,0.00709435,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.B12A,-115.588898,48.469398,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.150,125.664,0.2,0.856937,1.0,13.0,0.00190162,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.B14A,-113.272903,48.360901,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,0.708941,4.0,11.0,0.01232426,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.B14A,-113.272903,48.360901,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,0.405464,2.0,6.0,0.02144839,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.B14A,-113.272903,48.360901,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,1.560,12.083,0.2,3.903080,1.0,3.0,0.00259690,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.B16A,-111.707298,48.412800,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.020,235.619,0.2,3.762838,4.0,11.0,0.05436577,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.B16A,-111.707298,48.412800,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.120,78.540,0.2,1.474241,2.0,14.0,0.00356184,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.B16A,-111.707298,48.412800,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.210,89.760,0.2,1.239594,1.0,12.0,0.00130857,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.F14A,-113.369904,45.812199,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.200,23.562,0.2,12.392667,4.0,9.0,0.05726602,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.F14A,-113.369904,45.812199,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.450,20.944,0.2,2.286223,2.0,7.0,0.00521281,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.F14A,-113.369904,45.812199,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,1.280,14.726,0.2,0.954637,1.0,2.0,0.00167979,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.F16A,-111.626198,45.784302,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.140,33.660,0.2,2.752472,4.0,8.0,0.02781423,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.F16A,-111.626198,45.784302,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.100,94.248,0.2,2.006413,2.0,9.0,0.02723702,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.F16A,-111.626198,45.784302,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.010,1884.956,0.2,1.156650,1.0,15.0,0.02112348,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.G17A,-110.739799,45.321201,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.100,47.124,0.2,8.093367,4.0,10.0,0.08914101,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.G17A,-110.739799,45.321201,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,0.562485,2.0,8.0,0.01444281,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.G17A,-110.739799,45.321201,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.130,144.997,0.2,0.339383,1.0,7.0,0.00337469,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.H17A,-110.576202,44.395100,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.030,157.080,0.2,6.515040,4.0,15.0,0.07308672,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.H17A,-110.576202,44.395100,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.070,134.640,0.2,1.321938,2.0,9.0,0.01828988,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
TA.H17A,-110.576202,44.395100,2009-01-01T00:00:00+0000 - 2010-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.170,110.880,0.2,1.004859,1.0,12.0,0.00113965,10.0,/home/kffeng/DATA_PNW/pnw_2009/STACK_acfs_BH_2009/
