netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path
CC.ASBU,-121.368401,43.820560,2019-01-01T00:00:00+0000 - 2020-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.200,23.562,0.2,11.268016,4.0,18.0,0.00836348,10.0,/home/kffeng/DATA_PNW/pnw_2019/STACK_acfs_BH_2019/
CC.ASBU,-121.368401,43.820560,2019-01-01T00:00:00+0000 - 2020-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,0.636006,2.0,17.0,0.00694915,10.0,/home/kffeng/DATA_PNW/pnw_2019/STACK_acfs_BH_2019/
CC.ASBU,-121.368401,43.820560,2019-01-01T00:00:00+0000 - 2020-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.010,1884.956,0.2,1.047162,1.0,19.0,0.01104654,10.0,/home/kffeng/DATA_PNW/pnw_2019/STACK_acfs_BH_2019/
CC.CIHL,-121.148621,43.750969,2019-01-01T00:00:00+0000 - 2020-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.080,58.905,0.2,0.371640,4.0,9.0,0.00503256,10.0,/home/kffeng/DATA_PNW/pnw_2019/STACK_acfs_BH_2019/
CC.CIHL,-121.148621,43.750969,2019-01-01T00:00:00+0000 - 2020-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.340,27.720,0.2,2.826007,2.0,8.0,0.00519253,10.0,/home/kffeng/DATA_PNW/pnw_2019/STACK_acfs_BH_2019/
CC.CIHL,-121.148621,43.750969,2019-01-01T00:00:00+0000 - 2020-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.110,171.360,0.2,0.331078,1.0,12.0,0.00106544,10.0,/home/kffeng/DATA_PNW/pnw_2019/STACK_acfs_BH_2019/
CC.CLBH,-122.143494,42.907745,2019-01-01T00:00:00+0000 - 2020-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.150,31.416,0.2,1.625005,4.0,11.0,0.00942526,10.0,/home/kffeng/DATA_PNW/pnw_2019/STACK_acfs_BH_2019/
CC.CLBH,-122.143494,42.907745,2019-01-01T00:00:00+0000 - 2020-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.570,16.535,0.2,4.795582,2.0,8.0,0.00315412,10.0,/home/kffeng/DATA_PNW/pnw_2019/STACK_acfs_BH_2019/
CC.CLBH,-122.143494,42.907745,2019-01-01T00:00:00+0000 - 2020-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.650,28.999,0.2,1.450858,1.0,6.0,0.00234681,10.0,/home/kffeng/DATA_PNW/pnw_2019/STACK_acfs_BH_2019/
CC.CLCV,-122.088882,42.976139,2019-01-01T00:00:00+0000 - 2020-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.210,22.440,0.2,2.093946,4.0,11.0,0.00582943,10.0,/home/kffeng/DATA_PNW/pnw_2019/STACK_acfs_BH_2019/
