netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path
CC.ASBU,-121.368401,43.820560,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.540,8.727,0.2,74.563087,4.0,10.0,0.01416465,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.ASBU,-121.368401,43.820560,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,0.606473,2.0,18.0,0.00966447,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.ASBU,-121.368401,43.820560,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.010,1884.956,0.2,0.561188,1.0,12.0,0.00734937,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.CIHL,-121.148621,43.750969,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.150,31.416,0.2,0.742401,4.0,13.0,0.00279086,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.CIHL,-121.148621,43.750969,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.330,28.560,0.2,0.811661,2.0,5.0,0.00619327,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.CIHL,-121.148621,43.750969,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.150,125.664,0.2,0.263153,1.0,8.0,0.00224666,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.CPCO,-121.233192,43.722012,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.060,78.540,0.2,4.893269,4.0,13.0,0.05017215,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.CPCO,-121.233192,43.722012,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.190,49.604,0.2,3.709551,2.0,20.0,0.00132819,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.CPCO,-121.233192,43.722012,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.190,99.208,0.2,0.872998,1.0,16.0,0.00075740,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.NORM,-121.252678,43.738960,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.090,52.360,0.2,1.631151,4.0,10.0,0.01752194,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.NORM,-121.252678,43.738960,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.110,85.680,0.2,2.100731,2.0,14.0,0.00952590,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.NORM,-121.252678,43.738960,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.130,144.997,0.2,0.696273,1.0,12.0,0.00262507,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.OBSR,-121.815331,46.899719,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,2.023963,4.0,13.0,0.03958559,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.OBSR,-121.815331,46.899719,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.090,104.720,0.2,1.112340,2.0,9.0,0.01284615,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.OBSR,-121.815331,46.899719,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.390,48.332,0.2,0.875267,1.0,7.0,0.00185822,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.PANH,-121.642593,46.859032,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,1.434540,4.0,13.0,0.02701166,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.PANH,-121.642593,46.859032,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.420,22.440,0.2,1.496501,2.0,4.0,0.02209597,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.PANH,-121.642593,46.859032,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.310,60.805,0.2,1.106576,1.0,2.0,0.02543804,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.TMBU,-121.144508,43.601891,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.320,14.726,0.2,13.666927,4.0,10.0,0.01852511,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.TMBU,-121.144508,43.601891,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.440,21.420,0.2,1.744774,2.0,5.0,0.01490218,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
CC.TMBU,-121.144508,43.601891,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.050,376.991,0.2,0.450668,1.0,4.0,0.01452962,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
TA.A04D,-122.706299,48.720100,2014-01-01T00:00:00+0000 - 2015-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.150,31.416,0.2,2.469087,4.0,8.0,0.03238428,10.0,/home/kffeng/DATA_PNW/pnw_2014/STACK_acfs_BH_2014/
