netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path
CC.ASBU,-121.368401,43.820560,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.300,15.708,0.2,10.978860,4.0,8.0,0.03047320,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_BH_2022/
CC.ASBU,-121.368401,43.820560,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,0.410569,2.0,17.0,0.00284574,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_BH_2022/
CC.ASBU,-121.368401,43.820560,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.010,1884.956,0.2,1.016746,1.0,11.0,0.02384474,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_BH_2022/
CC.BRSP,-121.708427,45.401550,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.260,18.125,0.2,17.691251,4.0,9.0,0.07099574,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_BH_2022/
CC.BRSP,-121.708427,45.401550,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,3.873943,2.0,16.0,0.06441619,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_BH_2022/
CC.BRSP,-121.708427,45.401550,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.030,628.319,0.2,0.599558,1.0,20.0,0.00271755,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_BH_2022/
CC.CARB,-122.005409,46.988319,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.190,24.802,0.2,5.228405,4.0,13.0,0.01158610,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_BH_2022/
CC.CARB,-122.005409,46.988319,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.220,42.840,0.2,2.119640,2.0,4.0,0.02920754,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_BH_2022/
CC.CARB,-122.005409,46.988319,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.600,31.416,0.2,2.534207,1.0,6.0,0.00441361,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_BH_2022/
CC.CIHL,-121.148621,43.750969,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.170,27.720,0.2,1.440362,4.0,11.0,0.00593179,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_BH_2022/
CC.CIHL,-121.148621,43.750969,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.200,47.124,0.2,0.599305,2.0,8.0,0.00421243,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_BH_2022/
CC.CIHL,-121.148621,43.750969,2022-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.020,942.478,0.2,0.472204,1.0,9.0,0.00668371,10.0,/home/kffeng/DATA_PNW/pnw_2022/STACK_acfs_BH_2022/
