netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path
CC.OBSR,-121.815331,46.899719,2010-01-01T00:00:00+0000 - 2011-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,2.036821,4.0,12.0,0.02961912,10.0,/home/kffeng/DATA_PNW/pnw_2010/STACK_acfs_BH_2010/
CC.OBSR,-121.815331,46.899719,2010-01-01T00:00:00+0000 - 2011-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.110,85.680,0.2,0.916239,2.0,7.0,0.01456062,10.0,/home/kffeng/DATA_PNW/pnw_2010/STACK_acfs_BH_2010/
CC.OBSR,-121.815331,46.899719,2010-01-01T00:00:00+0000 - 2011-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.350,53.856,0.2,0.924912,1.0,8.0,0.00160912,10.0,/home/kffeng/DATA_PNW/pnw_2010/STACK_acfs_BH_2010/
CC.VALT,-122.189247,46.214218,2010-01-01T00:00:00+0000 - 2011-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.750,6.283,0.2,4.827665,4.0,9.0,0.00020933,10.0,/home/kffeng/DATA_PNW/pnw_2010/STACK_acfs_BH_2010/
CC.VALT,-122.189247,46.214218,2010-01-01T00:00:00+0000 - 2011-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,1.330,7.086,0.2,1.558326,2.0,6.0,0.00002297,10.0,/home/kffeng/DATA_PNW/pnw_2010/STACK_acfs_BH_2010/
CC.VALT,-122.189247,46.214218,2010-01-01T00:00:00+0000 - 2011-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,1.030,18.301,0.2,0.761506,1.0,8.0,0.00001456,10.0,/home/kffeng/DATA_PNW/pnw_2010/STACK_acfs_BH_2010/
TA.A04D,-122.706299,48.720100,2010-01-01T00:00:00+0000 - 2011-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.050,94.248,0.2,1.865809,4.0,9.0,0.03862607,10.0,/home/kffeng/DATA_PNW/pnw_2010/STACK_acfs_BH_2010/
TA.A04D,-122.706299,48.720100,2010-01-01T00:00:00+0000 - 2011-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.230,40.977,0.2,1.317350,2.0,9.0,0.00434571,10.0,/home/kffeng/DATA_PNW/pnw_2010/STACK_acfs_BH_2010/
TA.A04D,-122.706299,48.720100,2010-01-01T00:00:00+0000 - 2011-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.500,37.699,0.2,0.840266,1.0,4.0,0.01044312,10.0,/home/kffeng/DATA_PNW/pnw_2010/STACK_acfs_BH_2010/
TA.F05D,-121.459702,45.885201,2010-01-01T00:00:00+0000 - 2011-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.300,15.708,0.2,4.333346,4.0,10.0,0.00738934,10.0,/home/kffeng/DATA_PNW/pnw_2010/STACK_acfs_BH_2010/
