,fband,netst,stlo,stla,meanb,meanQ,ncount,nearest_lon,nearest_lat,vs30
248,0.5-1.0,UO.RSBO,-122.267036,44.043362,0.07,67.32,1,-122.2674,44.0433,599.0
249,0.5-1.0,UO.TRIPT,-123.643761,45.629532,0.31,15.201,1,-123.6433,45.6293,612.0
250,0.5-1.0,UW.BHAM,-122.417519,48.787239,0.01,471.239,1,-122.4174,48.7872,504.5898
251,0.5-1.0,UW.BHCR,-118.040871,48.128769,0.14,33.66,1,-118.0415,48.1292,614.0
252,0.5-1.0,UW.BICK,-120.339447,46.040115,0.26,18.125,1,-120.3394,46.0393,503.1421
253,0.5-1.0,UW.COWL,-122.664612,46.48204,0.32,14.726,1,-122.6654,46.4813,491.066
254,0.5-1.0,UW.DAVN,-118.274101,47.800598,0.85,5.544,1,-118.2735,47.8012,455.0
255,0.5-1.0,UW.EDM,-122.151207,46.19717,0.01,471.239,1,-122.1514,46.1973,900.0
256,0.5-1.0,UW.ETW,-120.332359,47.604549,0.1,47.124,1,-120.3314,47.6052,900.0
257,0.5-1.0,UW.FMW,-121.671463,46.941914,0.04,117.81,1,-121.6714,46.9413,900.0
258,0.5-1.0,UW.GOBBL,-118.730194,48.67466,0.32,14.726,1,-118.7295,48.6752,561.0369
259,0.5-1.0,UW.HERD,-123.653099,47.22757,0.36,13.09,1,-123.6533,47.2272,504.9686
260,0.5-1.0,UW.HSR,-122.180603,46.174171,0.01,471.239,1,-122.1814,46.1733,900.0
261,0.5-1.0,UW.LMONT,-117.899857,47.20364,0.23,20.489,1,-117.8995,47.2032,415.39
262,0.5-1.0,UW.LTY,-120.666359,47.254509,0.08,58.905,1,-120.6654,47.2552,537.0
263,0.5-1.0,UW.MANO,-120.724693,46.951103,0.52,9.062,1,-120.7254,46.9513,521.0
264,0.5-1.0,UW.MOODY,-124.014183,47.208931,0.09,52.36,1,-124.0133,47.2092,265.3372
265,0.5-1.0,UW.MULN,-122.064407,48.535439,0.03,157.08,1,-122.0654,48.5352,470.727
266,0.5-1.0,UW.NATEM,-122.81852,48.105869,0.14,33.66,1,-122.8193,48.1052,513.4694
267,0.5-1.0,UW.NEL,-120.339508,48.078018,0.26,18.125,1,-120.3394,48.0772,900.0
268,0.5-1.0,UW.OMAK,-119.333199,48.358398,0.01,471.239,1,-119.3334,48.3592,357.5374
269,0.5-1.0,UW.RER,-121.842499,46.818581,0.25,18.85,1,-121.8434,46.8193,790.0
270,0.5-1.0,UW.SHUK,-121.676949,48.85284,0.09,52.36,1,-121.6774,48.8532,480.0
271,0.5-1.0,UW.TDH,-121.791443,45.289997,0.44,10.71,1,-121.7914,45.2893,641.8501
272,0.5-1.0,UW.TOLT,-121.689499,47.694698,0.42,11.22,1,-121.6894,47.6952,579.6303
273,0.5-1.0,UW.WRW,-120.883003,47.856651,0.33,14.28,1,-120.8834,47.8572,900.0
274,1.0-2.0,LI.LTH,-119.417679,46.4617,0.01,942.478,2,-119.4174,46.4613,266.287
275,1.0-2.0,TA.F03A,-123.559097,45.930599,0.205,81.94800000000001,4,-123.5593,45.9313,520.5142
276,1.0-2.0,TA.I05A,-121.267502,44.162601,0.3466666666666667,27.30733333333333,3,-121.2674,44.1633,425.754
277,1.0-2.0,XN.A04,-122.916397,59.981098,0.25,37.699,1,-123.0373,49.0012,318.974
278,1.0-2.0,XN.B01,-123.267601,58.898499,0.68,13.86,1,-123.0833,49.0012,324.2436
279,1.0-2.0,XN.B05,-125.766998,58.9305,0.36,26.18,1,-123.0833,49.0012,324.2436
280,1.0-2.0,XN.B12,-131.7444,59.932999,0.01,942.478,1,-124.7213,48.3872,605.8344
281,1.0-2.0,XN.C02,-122.713898,58.0965,0.13,72.498,1,-122.7133,49.0012,426.8878
282,1.0-2.0,XN.C08,-120.743301,56.264599,0.07,134.64,1,-120.7434,48.9992,900.0
283,1.0-2.0,XN.C10,-119.8853,55.462101,0.79,11.93,1,-119.8854,48.9992,742.0
284,1.0-2.0,XN.C12,-118.367401,55.1987,0.37,25.472,1,-118.3675,48.9992,900.0
285,1.0-2.0,UW.ERW,-122.626007,48.453838,0.08,117.81,1,-122.6254,48.4532,738.0
286,1.0-2.0,UW.SP2,-122.249229,47.55629,0.1122222222222222,95.82711111111112,9,-122.2494,47.5572,331.0745
287,1.0-2.0,TA.A04A,-122.707001,48.7197,0.55,17.136,1,-122.7073,48.7192,558.2201
288,1.0-2.0,TA.B04A,-123.503998,48.057499,0.04,538.559,2,-123.5033,48.0572,506.2516
289,1.0-2.0,TA.B05A,-122.096001,48.264099,0.875,10.9605,2,-122.0954,48.2632,355.6378
290,1.0-2.0,TA.C05A,-121.689499,47.694698,0.0333333333333333,455.531,3,-121.6894,47.6952,579.6303
291,1.0-2.0,TA.D05A,-121.9888,47.188099,0.3,31.416,1,-121.9894,47.1872,449.3861
292,1.0-2.0,TA.E03A,-123.563202,46.545898,0.52,18.19666666666667,3,-123.5633,46.5453,423.3968
293,1.0-2.0,TA.E05A,-121.760803,46.560501,0.01,942.478,1,-121.7614,46.5613,900.0
294,1.0-2.0,TA.F05A,-121.458801,45.8839,0.18,53.0145,2,-121.4594,45.8833,418.5503
295,1.0-2.0,TA.H02A,-123.999702,44.676399,0.225,41.9085,2,-123.9993,44.6773,498.6873
296,1.0-2.0,TA.H03A,-123.292297,44.676498,1.18,7.987,1,-123.2913,44.6773,670.0131
297,1.0-2.0,TA.H05A,-121.227097,44.647301,0.01,942.478,2,-121.2274,44.6473,457.8277
298,1.0-2.0,TA.J04A,-122.109299,43.240601,0.145,488.069,2,-122.1094,43.2413,477.0
299,1.0-2.0,TA.K04A,-121.730698,42.6133,0.01,942.478,2,-121.7314,42.6134,296.5174
300,1.0-2.0,TA.L09A,-117.666702,42.019199,0.21,48.8695,2,-117.6675,42.0194,381.7309
301,1.0-2.0,US.BMO,-117.306,44.852501,0.01,942.478,1,-117.3055,44.8533,555.4621
302,1.0-2.0,XC.OR011,-118.835999,44.3969,0.01,942.478,2,-118.8354,44.3973,607.4927
303,1.0-2.0,XU.E010,-121.802803,48.0979,0.14,488.6925,2,-121.8034,48.0972,427.9359
304,1.0-2.0,XU.E020,-121.633102,47.845699,0.06,176.7145,2,-121.6334,47.8452,371.6636
305,1.0-2.0,XU.N010,-124.137299,47.060101,0.36,26.928,2,-124.1373,47.0592,424.7855
306,1.0-2.0,XU.N015,-124.032898,47.1101,0.33,28.586,2,-124.0333,47.1092,456.1672
307,1.0-2.0,XU.N025,-123.916397,47.1591,0.22,44.3045,2,-123.9173,47.1592,400.4302
308,1.0-2.0,XU.N080,-122.551697,47.164501,0.3,31.9845,2,-122.5514,47.1652,535.1602
309,1.0-2.0,XU.N090,-122.195297,47.185799,0.01,942.478,1,-122.1954,47.1852,611.8693
310,1.0-2.0,XU.N100,-121.788101,47.290901,0.22,42.9285,2,-121.7874,47.2912,745.0
311,1.0-2.0,XU.N110,-121.636497,47.145302,0.26,37.6415,2,-121.6374,47.1452,324.0152
312,1.0-2.0,XU.N130,-121.047997,47.247002,0.02,628.3185,2,-121.0474,47.2472,439.6349
313,1.0-2.0,XU.S030,-123.296501,47.029099,0.14,67.665,2,-123.2973,47.0292,436.5501
314,1.0-2.0,XU.S040,-123.026604,47.0401,0.07,137.445,2,-123.0273,47.0392,658.4865
315,1.0-2.0,XU.S050,-122.870697,47.006802,0.055,185.1295,2,-122.8713,47.0072,417.1659
316,1.0-2.0,XU.S055,-122.731102,46.839401,0.115,86.02,2,-122.7313,46.8393,509.2047
317,1.0-2.0,XU.S065,-122.3806,46.866798,0.09,498.959,2,-122.3814,46.8673,401.122
318,1.0-2.0,XU.S070,-122.243896,46.980499,0.14,67.665,2,-122.2434,46.9812,375.2313
319,1.0-2.0,XU.S080,-121.988098,47.004002,0.08,502.655,2,-121.9874,47.0032,505.1383
320,1.0-2.0,XU.W110,-123.285004,46.200401,0.07,134.64,2,-123.2853,46.2013,504.4552
321,1.0-2.0,ZG.W02,-116.139999,44.931999,0.165,67.6125,2,-116.1395,44.9313,408.747
322,1.0-2.0,CC.VALT,-122.189247,46.214218,0.2675,300.102125,8,-122.1894,46.2133,821.5228
323,1.0-2.0,TA.A05A,-122.085197,48.998299,0.19,49.604,1,-122.0854,48.9992,458.5718
324,1.0-2.0,TA.A10A,-117.558601,48.9813,0.015,706.8584999999999,2,-117.5595,48.9812,495.2829
325,1.0-2.0,TA.B10A,-117.225197,48.2995,0.01,942.478,1,-117.2255,48.2992,393.0756
326,1.0-2.0,TA.C04A,-122.971802,47.717201,0.01,942.478,1,-122.9713,47.7172,342.0
327,1.0-2.0,TA.C09A,-118.274101,47.800598,0.08,117.81,1,-118.2735,47.8012,455.0
328,1.0-2.0,TA.D06A,-120.844498,47.193501,0.03,314.159,2,-120.8454,47.1932,483.7916
329,1.0-2.0,TA.D07A,-119.973198,47.1936,0.03,314.159,1,-119.9734,47.1932,434.548
330,1.0-2.0,TA.E07A,-119.854797,46.558498,0.165,57.1725,2,-119.8554,46.5593,401.2963
331,1.0-2.0,TA.E08A,-119.059502,46.4911,0.05,188.496,1,-119.0594,46.4913,383.1599
332,1.0-2.0,TA.E10A,-117.110199,46.485001,0.19,49.604,1,-117.1095,46.4853,465.9891
333,1.0-2.0,TA.F06A,-120.7817,45.766399,0.43,21.918,1,-120.7814,45.7673,470.0532
334,1.0-2.0,TA.F07A,-119.927803,45.8951,0.01,942.478,1,-119.9274,45.8953,469.4406
335,1.0-2.0,TA.F09A,-117.909401,45.708698,0.02,471.239,1,-117.9095,45.7093,424.4429
336,1.0-2.0,TA.H09A,-117.664299,44.665298,0.21,44.88,1,-117.6635,44.6653,477.9313
337,1.0-2.0,TA.I02A,-123.829903,44.003502,0.56,16.83,1,-123.8293,44.0033,537.0812
338,1.0-2.0,TA.J10A,-116.766998,43.427502,0.315,29.988,2,-116.7675,43.4273,433.0541
339,1.0-2.0,TA.L04A,-121.890999,42.174999,0.31,30.403,1,-121.8914,42.1754,528.8923
340,1.0-2.0,XC.OR007,-121.312798,44.371201,0.5,19.125,2,-121.3134,44.3713,346.4514
341,1.0-2.0,XC.OR008,-120.974701,44.409,0.025,589.0485,2,-120.9754,44.4093,442.5144
342,1.0-2.0,XC.OR033,-119.028,43.774101,0.01,942.478,2,-119.0274,43.7733,549.3862
343,1.0-2.0,XC.OR034,-120.558998,43.835899,0.2266666666666666,53.31633333333334,3,-120.5594,43.8353,344.3809
344,1.0-2.0,XC.OR041,-121.512604,43.733398,0.3233333333333333,30.64033333333333,3,-121.5134,43.7333,248.5839
345,1.0-2.0,XC.OR059,-119.556503,43.452999,0.88,13.01,2,-119.5574,43.4533,251.604
346,1.0-2.0,XC.OR066,-119.189102,43.346001,0.81,39.4115,2,-119.1894,43.3453,402.9299
347,1.0-2.0,XC.OR081,-118.420601,43.109501,0.3466666666666667,29.100000000000005,3,-118.4215,43.1093,452.0129
348,1.0-2.0,XC.OR094,-118.334801,43.939899,0.105,89.964,2,-118.3355,43.9393,508.5483
349,1.0-2.0,XU.E030,-121.7798,47.4473,0.14,67.32,1,-121.7794,47.4472,900.0
350,1.0-2.0,XU.N120,-121.481903,47.216499,0.61,15.45,1,-121.4814,47.2172,900.0
351,1.0-2.0,XU.W040,-123.1213,47.601002,0.01,942.478,1,-123.1213,47.6012,854.0
352,1.0-2.0,XU.W080,-123.284897,46.716099,0.01,942.478,1,-123.2853,46.7153,555.7207
353,1.0-2.0,YW.FACL,-123.019798,44.1399,0.245,47.124,2,-123.0193,44.1393,495.4426
354,1.0-2.0,ZG.W03,-116.399002,44.991001,0.74,12.736,1,-116.3995,44.9913,487.2229
355,1.0-2.0,TA.C08A,-119.045403,47.784901,0.01,942.478,1,-119.0454,47.7852,424.5576
356,1.0-2.0,TA.G06A,-120.635101,45.235699,0.01,942.478,1,-120.6354,45.2353,529.7396
357,1.0-2.0,TA.G08A,-118.959503,45.290401,0.14,67.32,1,-118.9594,45.2913,545.1071
358,1.0-2.0,TA.G11A,-116.267998,45.3997,0.27,34.907,1,-116.2675,45.3993,900.0
359,1.0-2.0,TA.I09A,-117.7407,43.973301,0.14,67.32,1,-117.7415,43.9733,417.2469
360,1.0-2.0,XC.OR025,-119.861603,44.0303,0.225,71.641,2,-119.8614,44.0293,464.2011
361,1.0-2.0,XC.OR064,-119.347198,43.388699,0.185,484.329,2,-119.3474,43.3893,306.643
362,1.0-2.0,XC.OR079,-118.570999,43.1287,0.01,942.478,2,-118.5715,43.1293,284.8481
363,1.0-2.0,HW.CCRK,-119.854797,46.558498,0.15,63.1125,2,-119.8554,46.5593,401.2963
364,1.0-2.0,HW.DDRF,-119.059502,46.4911,0.07,164.9335,2,-119.0594,46.4913,383.1599
365,1.0-2.0,HW.PHIN,-119.927803,45.8951,0.01,942.478,2,-119.9274,45.8953,469.4406
366,1.0-2.0,TA.J04D,-122.109299,43.240501,0.15625,271.0585,8,-122.1094,43.2413,477.0
367,1.0-2.0,TA.K04D,-121.753502,42.624599,0.015,848.23025,8,-121.7534,42.6254,332.6396
368,1.0-2.0,XC.ID001,-116.9814,43.289902,0.28,33.66,1,-116.9815,43.2893,534.4892
369,1.0-2.0,XC.OR015,-121.030197,44.2155,0.15,62.832,1,-121.0294,44.2153,456.0841
370,1.0-2.0,XC.OR018,-121.409401,44.148701,0.1,94.248,1,-121.4094,44.1493,415.8071
371,1.0-2.0,XC.OR027,-118.969299,44.0075,1.43,6.591,1,-118.9694,44.0073,391.6765
372,1.0-2.0,XC.OR055,-119.763199,43.549099,0.01,942.478,1,-119.7634,43.5493,234.7207
373,1.0-2.0,XC.OR089,-118.028,43.000702,0.21,44.88,1,-118.0275,43.0014,416.3611
374,1.0-2.0,UW.ELW,-121.872673,47.494099,0.01,942.478,1,-121.8734,47.4932,444.5807
375,1.0-2.0,CC.OBSR,-121.815331,46.899719,0.1561538461538461,65.61307692307693,13,-121.8154,46.8993,900.0
376,1.0-2.0,TA.A04D,-122.706299,48.7201,0.2385714285714286,39.78814285714286,7,-122.7053,48.7192,585.3542
377,1.0-2.0,TA.F05D,-121.459702,45.885201,0.088,164.791,5,-121.4594,45.8853,524.5464
378,1.0-2.0,TA.H04D,-122.737701,44.523399,0.01,942.478,6,-122.7373,44.5233,668.8057
379,1.0-2.0,XN.TOL0,-123.999702,44.676399,0.25,37.699,1,-123.9993,44.6773,498.6873
380,1.0-2.0,XU.C04A,-122.971603,47.7174,0.69,13.659,1,-122.9713,47.7172,342.0
381,1.0-2.0,XU.W030,-122.910797,47.813,0.13,72.498,1,-122.9113,47.8132,669.0
382,1.0-2.0,YW.FACB,-122.6464,47.887199,0.01,942.478,1,-122.6474,47.8872,507.0541
383,1.0-2.0,YW.FACG,-123.175797,46.075298,0.01,942.478,1,-123.1753,46.0753,566.5667
384,1.0-2.0,CC.ASBU,-121.368401,43.82056,0.0099999999999999,942.4779999999996,12,-121.3694,43.8213,617.8513
385,1.0-2.0,CC.PANH,-121.642593,46.859032,0.921,12.6865,10,-121.6434,46.8593,812.0
386,1.0-2.0,TA.D04D,-122.772301,47.1786,0.01,942.478,1,-122.7733,47.1792,472.6081
387,1.0-2.0,XT.D17,-117.195503,44.1129,0.28,33.66,1,-117.1955,44.1133,476.4318
388,1.0-2.0,XT.D26,-117.058403,44.3097,0.18,52.36,1,-117.0575,44.3093,370.8208
389,1.0-2.0,XT.L16,-116.435699,44.436199,0.01,942.478,1,-116.4355,44.4353,550.564
390,1.0-2.0,XT.L23,-117.800598,44.486301,0.01,942.478,1,-117.8015,44.4873,505.3335
391,1.0-2.0,XT.L25,-118.228203,44.521198,0.07,134.64,1,-118.2275,44.5213,540.6606
392,1.0-2.0,XT.L29,-118.952797,44.427101,0.39,24.166,1,-118.9534,44.4273,536.0
393,1.0-2.0,CC.CIHL,-121.148621,43.750969,0.2,64.33890909090908,11,-121.1494,43.7513,466.4361
394,1.0-2.0,CC.CPCO,-121.233192,43.722012,0.1954545454545454,48.40581818181818,11,-121.2334,43.7213,576.2423
395,1.0-2.0,CC.NORM,-121.252678,43.73896,0.1272727272727272,74.75945454545455,11,-121.2534,43.7393,776.0
396,1.0-2.0,CC.PRLK,-121.962639,44.209751,0.145,488.069,2,-121.9634,44.2093,420.0126
397,1.0-2.0,CC.SWNB,-121.355347,43.672741,0.3516666666666666,27.219666666666665,6,-121.3554,43.6733,513.0861
398,1.0-2.0,CC.TMBU,-121.144508,43.601891,0.1418181818181818,109.49490909090908,11,-121.1454,43.6013,669.9299
399,1.0-2.0,TA.B05D,-122.096001,48.264099,0.24,47.39333333333334,3,-122.0954,48.2632,355.6378
400,1.0-2.0,CC.SWF2,-122.216766,46.178349,0.0255555555555555,844.7395555555555,9,-122.2174,46.1793,900.0
401,1.0-2.0,TA.D03D,-123.089401,47.534698,0.01,942.478,1,-123.0893,47.5352,585.3165
402,1.0-2.0,UW.CCRK,-119.854797,46.558498,0.1885714285714285,52.25428571428572,7,-119.8554,46.5593,401.2963
403,1.0-2.0,UW.PASS,-122.085197,48.998299,0.4433333333333333,33.39566666666666,6,-122.0854,48.9992,458.5718
404,1.0-2.0,UW.YACT,-122.419296,45.932499,0.1,94.248,1,-122.4194,45.9333,571.5884
405,1.0-2.0,UW.DDRF,-119.059502,46.4911,0.0471428571428571,369.13728571428567,7,-119.0594,46.4913,383.1599
406,1.0-2.0,UW.PHIN,-119.927803,45.8951,0.01,942.478,6,-119.9274,45.8953,469.4406
407,1.0-2.0,CC.CLBH,-122.143494,42.907745,0.40625,28.101750000000003,8,-122.1434,42.9074,479.7639
408,1.0-2.0,CC.SHRK,-121.52877,45.464317,0.01,942.4779999999998,5,-121.5294,45.4653,900.0
409,1.0-2.0,TA.C06D,-120.894302,47.922901,0.17,55.44,1,-120.8934,47.9232,386.7527
410,1.0-2.0,TA.J01E,-123.931396,43.161499,0.17,55.44,1,-123.9313,43.1613,512.0
411,1.0-2.0,TA.L02F,-123.570702,42.120899,0.01,942.478,1,-123.5713,42.1214,295.519
412,1.0-2.0,TA.P29M,-137.738098,59.630402,0.158,91.9134,5,-124.7233,48.3852,590.0514
413,1.0-2.0,TA.R31K,-135.739807,58.4133,0.6819999999999999,14.0278,5,-124.7233,48.3852,590.0514
414,1.0-2.0,TA.T33K,-132.952393,56.8144,0.63,15.7748,5,-124.7213,48.3872,605.8344
415,1.0-2.0,TA.T35M,-130.249603,56.981098,0.32,29.5766,5,-124.7213,48.3872,605.8344
416,1.0-2.0,UW.FISH,-123.559097,45.930599,0.2316666666666666,130.95083333333335,6,-123.5593,45.9313,520.5142
417,1.0-2.0,TA.S34M,-131.131195,57.9128,0.09,114.6165,4,-124.7213,48.3872,605.8344
418,1.0-2.0,UO.CHIL,-121.753639,42.624561,0.01,942.478,4,-121.7534,42.6254,332.6396
419,1.0-2.0,UO.DFAZ,-122.109299,43.240601,0.2,48.365,6,-122.1094,43.2413,477.0
420,1.0-2.0,UO.WLOO,-122.737694,44.523418,0.0966666666666666,506.8605,6,-122.7373,44.5233,668.8057
421,1.0-2.0,UW.BES3,-122.525337,47.642021,0.16,58.905,1,-122.5254,47.6412,568.2201
422,1.0-2.0,UW.KENT,-120.635101,45.235699,0.01,942.478,2,-120.6354,45.2353,529.7396
423,1.0-2.0,UW.OT3,-119.234131,46.668861,0.165,57.1725,2,-119.2334,46.6693,329.8799
424,1.0-2.0,UW.RAD1,-122.363335,47.636131,0.08,117.81,1,-122.3634,47.6352,607.6203
425,1.0-2.0,UW.RAD2,-122.358353,47.631645,0.19,49.604,1,-122.3574,47.6312,352.8435
426,1.0-2.0,UW.RAD3,-122.362602,47.633865,0.07,134.64,1,-122.3634,47.6332,557.4368
427,1.0-2.0,UW.RAD4,-122.354973,47.638039,0.17,55.44,1,-122.3554,47.6372,353.2525
428,1.0-2.0,UW.RAD5,-122.356667,47.635693,0.11,85.68,1,-122.3574,47.6352,430.9972
429,1.0-2.0,UW.STOR,-121.9888,47.188099,0.3066666666666667,40.19866666666667,3,-121.9894,47.1872,449.3861
430,1.0-2.0,UW.TUCA,-118.1455,46.513901,0.145,81.345,2,-118.1455,46.5133,542.9844
431,1.0-2.0,UW.UMAT,-118.959503,45.290401,0.1649999999999999,61.9845,4,-118.9594,45.2913,545.1071
432,1.0-2.0,UW.WOLL,-118.920998,47.057301,0.0666666666666666,390.68533333333335,3,-118.9214,47.0572,286.186
433,1.0-2.0,CC.PR01,-122.037567,46.91011,0.344,29.8624,5,-122.0374,46.9093,463.0
434,1.0-2.0,CC.PR02,-122.048637,46.918304,0.3259999999999999,30.1636,5,-122.0494,46.9193,490.49
435,1.0-2.0,CC.PR04,-121.988525,46.929749,0.356,27.7542,5,-121.9894,46.9293,539.0
436,1.0-2.0,TA.R32K,-134.518097,58.2747,1.13,8.3935,2,-124.7213,48.3872,605.8344
437,1.0-2.0,UW.BERY,-122.096001,48.264099,0.2179999999999999,49.6526,5,-122.0954,48.2632,355.6378
438,1.0-2.0,UW.BST01,-122.391701,47.681702,0.195,48.620000000000005,2,-122.3914,47.6812,364.0512
439,1.0-2.0,UW.BST03,-122.3619,47.715389,0.175,84.14999999999999,2,-122.3614,47.7152,463.2331
440,1.0-2.0,UW.BST04,-122.29483,47.70089,0.1,94.248,1,-122.2954,47.7012,387.7118
441,1.0-2.0,UW.GBB,-119.628983,46.608688,0.01,942.478,2,-119.6294,46.6093,538.597
442,1.0-2.0,UW.H2O,-119.42411,46.39555,0.01,942.478,4,-119.4234,46.3953,368.3764
443,1.0-2.0,UW.KREP,-121.459702,45.885201,0.034,298.451,5,-121.4594,45.8853,524.5464
444,1.0-2.0,UW.LUMI,-122.706299,48.7201,0.254,37.476600000000005,5,-122.7053,48.7192,585.3542
445,1.0-2.0,UW.PRO,-119.686813,46.212521,0.016,801.1062,5,-119.6874,46.2133,801.0
446,1.0-2.0,UW.RCM,-121.732979,46.83564,0.042,488.3748,5,-121.7334,46.8353,900.0
447,1.0-2.0,UW.SNI2,-119.655151,46.464802,0.018,628.3186,5,-119.6554,46.4653,374.85
448,1.0-2.0,CC.CLCV,-122.088882,42.976139,0.03,733.0384999999999,4,-122.0894,42.9754,600.0
449,1.0-2.0,CC.CLMS,-122.016258,42.922958,0.4033333333333333,55.63233333333333,3,-122.0154,42.9234,680.0
450,1.0-2.0,CC.HIYU,-121.807396,45.43523,0.0475,243.47375,4,-121.8074,45.4353,824.0
451,1.0-2.0,CC.HUSB,-121.849358,44.119453,0.1,94.248,1,-121.8494,44.1193,672.0
452,1.0-2.0,CC.REM,-122.185501,46.200199,0.13,74.2245,4,-122.1854,46.1993,900.0
453,1.0-2.0,CC.RUSH,-121.944389,46.903061,0.1425,66.198,4,-121.9434,46.9033,621.0
454,1.0-2.0,CC.SEP,-122.190857,46.19978,0.2199999999999999,285.543,4,-122.1914,46.1993,900.0
455,1.0-2.0,CC.SIFT,-121.953201,46.866871,0.2575,52.17675,4,-121.9534,46.8673,590.0275
456,1.0-2.0,CC.TIMB,-121.710358,45.33572,0.05,720.7185,4,-121.7094,45.3353,900.0
457,1.0-2.0,UO.ALSE,-123.590424,44.381817,0.42,22.9075,2,-123.5913,44.3813,322.523
458,1.0-2.0,UO.LAIR,-123.931396,43.161499,0.68,13.86,1,-123.9313,43.1613,512.0
459,1.0-2.0,UO.WOOD,-122.304604,42.217899,0.01,942.478,1,-122.3054,42.2174,638.4779
460,1.0-2.0,UW.BST05,-122.327637,47.682049,0.15,62.832,1,-122.3274,47.6812,309.0406
461,1.0-2.0,UW.BST08,-122.365562,47.680519,0.22,42.84,1,-122.3654,47.6812,391.9922
462,1.0-2.0,UW.BST09,-122.30899,47.653999,0.22,42.9285,2,-122.3094,47.6532,429.6708
463,1.0-2.0,UW.BST11,-122.328827,47.641972,0.24,39.27,1,-122.3294,47.6412,339.1317
464,1.0-2.0,UW.BST12,-122.374001,47.640751,0.35,26.928,1,-122.3734,47.6412,702.7404
465,1.0-2.0,UW.BST15,-122.225441,47.576012,0.04,235.619,1,-122.2254,47.5752,485.4916
466,1.0-2.0,UW.BST19,-122.908989,47.62059,0.19,49.604,1,-122.9093,47.6192,628.1262
467,1.0-2.0,UW.BST22,-122.884773,47.42738,0.11,493.679,2,-122.8853,47.4272,543.5786
468,1.0-2.0,UW.BST23,-123.068977,47.49984,0.01,942.478,1,-123.0693,47.4992,787.0
469,1.0-2.0,UW.CBS,-120.042847,47.804691,0.055,230.38375,4,-120.0434,47.8052,853.0
470,1.0-2.0,UW.DOSE,-122.971802,47.717201,0.8400000000000002,13.105333333333334,3,-122.9713,47.7172,342.0
471,1.0-2.0,UW.HOOD,-121.650932,45.322262,0.0974999999999999,134.13775,4,-121.6514,45.3213,423.7547
472,1.0-2.0,UW.HOPR,-120.894302,47.922901,0.105,95.154,2,-120.8934,47.9232,386.7527
473,1.0-2.0,UW.LIGO,-119.417686,46.461704,0.01,942.478,4,-119.4174,46.4613,266.287
474,1.0-2.0,UW.LRIV,-123.503998,48.057499,0.025,740.5185,4,-123.5033,48.0572,506.2516
475,1.0-2.0,UW.OLQN,-123.812523,47.513248,0.5149999999999999,18.497,4,-123.8133,47.5132,322.812
476,1.0-2.0,UW.RADR,-123.798973,46.42181,0.5175,18.31575,4,-123.7993,46.4213,401.0
477,1.0-2.0,UW.TOLE,-122.845398,46.452694,0.1,108.4455,4,-122.8453,46.4533,359.157
478,1.0-2.0,UW.YPT,-118.963173,46.048351,0.2566666666666666,38.139,3,-118.9634,46.0493,454.9056
479,1.0-2.0,CC.BRSP,-121.708427,45.40155,0.0333333333333333,667.5886666666667,3,-121.7094,45.4013,900.0
480,1.0-2.0,CC.CARB,-122.005409,46.988319,0.2066666666666666,47.790333333333336,3,-122.0054,46.9892,653.7688
481,1.0-2.0,CC.KAUT,-121.857391,46.730263,1.4266666666666667,6.634333333333333,3,-121.8574,46.7293,483.0854
482,1.0-2.0,CC.PALM,-121.705536,45.358574,0.0833333333333333,114.69333333333331,3,-121.7054,45.3593,900.0
483,1.0-2.0,CC.PARA,-121.742149,46.786442,0.2866666666666667,34.67066666666667,3,-121.7414,46.7873,720.5153
484,1.0-2.0,CC.PR03,-122.032692,46.903435,0.75,17.9225,2,-122.0334,46.9033,505.7933
485,1.0-2.0,CC.SVIC,-121.253273,43.643082,1.535,6.195,2,-121.2534,43.6433,449.0177
486,1.0-2.0,CC.YOCR,-121.743538,45.379177,0.0533333333333333,398.3093333333333,3,-121.7434,45.3793,900.0
487,1.0-2.0,UO.CAVE,-123.570709,42.120869,0.01,942.478,1,-123.5713,42.1214,295.519
488,1.0-2.0,UO.HBUG,-124.379433,42.640789,0.5666666666666665,16.758,3,-124.3793,42.6414,584.3378
489,1.0-2.0,UO.MONKS,-123.003616,45.994202,0.1933333333333333,48.86933333333334,3,-123.0033,45.9933,509.2899
490,1.0-2.0,UO.NBFR,-123.853233,45.726151,0.0533333333333333,178.024,3,-123.8533,45.7253,352.491
491,1.0-2.0,UO.VITI,-123.318085,44.28157,0.2066666666666666,54.18000000000001,3,-123.3173,44.2813,577.0541
492,1.0-2.0,UW.BRAN,-117.227699,45.9734,0.04,538.559,2,-117.2275,45.9733,830.5763
493,1.0-2.0,UW.BST29,-122.223015,47.707245,0.24,39.27,1,-122.2234,47.7072,358.0632
494,1.0-2.0,UW.DONK,-122.156731,48.42384,0.15,62.832,1,-122.1574,48.4232,900.0
495,1.0-2.0,UW.MDW,-119.762154,46.613022,0.01,942.478,1,-119.7614,46.6133,665.8259
496,1.0-2.0,UW.MOX,-120.299339,46.577179,0.025,589.0485,2,-120.2994,46.5773,440.5062
497,1.0-2.0,UW.PRIN,-122.630852,48.21172,0.1433333333333333,66.759,3,-122.6314,48.2112,422.1769
498,1.0-2.0,UW.WAT2,-120.114433,47.620239,0.01,942.478,3,-120.1154,47.6212,419.2
