,fband,netst,stlo,stla,meanb,meanQ,ncount,nearest_lon,nearest_lat,vs30
257,1.0-2.0,CI.GOR,-117.22921,33.153702,0.03,314.159,1,-117.2295,33.1536,570.0671
258,1.0-2.0,CI.GOU,-118.188339,34.221191,0.11,85.68,1,-118.1875,34.2216,537.1341
259,1.0-2.0,CI.GR2,-118.30024,34.11816,0.17,55.44,1,-118.2995,34.1176,722.2737
260,1.0-2.0,CI.GRA,-117.366211,36.996078,0.2,47.124,1,-117.3655,35.9995,900.0
261,1.0-2.0,CI.HAR,-117.299088,35.011398,0.23,40.977,1,-117.2995,35.0116,318.7851
262,1.0-2.0,CI.HDH,-118.639992,34.775291,0.06,157.08,1,-118.6395,34.7756,417.9498
263,1.0-2.0,CI.HEC,-116.334999,34.829399,0.18,52.36,1,-116.3355,34.8296,682.2791
264,1.0-2.0,CI.HHL,-119.748581,34.600796,0.31,30.403,1,-119.7494,34.6016,900.0
265,1.0-2.0,CI.HIW,-115.384232,35.039982,0.12,78.54,1,-115.3835,35.0396,701.6073
266,1.0-2.0,CI.HLL,-118.359673,34.17643,0.04,235.619,1,-118.3595,34.1756,321.7057
267,1.0-2.0,CI.HMT2,-117.001526,33.708115,0.1,94.248,1,-117.0015,33.7076,606.0889
268,1.0-2.0,CI.HOL,-117.84539,34.458309,0.2,47.124,1,-117.8455,34.4576,531.4061
269,1.0-2.0,CI.HRV,-118.804398,34.727112,0.01,942.478,1,-118.8035,34.7276,429.4182
270,1.0-2.0,CI.HYS,-117.569748,34.865318,0.26,36.249,1,-117.5695,34.8656,423.8865
271,1.0-2.0,CI.IDO,-116.221519,33.79678,0.19,49.604,1,-116.2215,33.7976,506.0
272,1.0-2.0,CI.IPT,-117.284981,34.19701,0.15,62.832,1,-117.2855,34.1976,706.0
273,1.0-2.0,CI.JEM,-116.597549,33.080978,1.35,6.981,1,-116.5975,33.0816,500.7423
274,1.0-2.0,CI.JNH2,-117.955406,34.44894,0.18,52.36,1,-117.9555,34.4496,606.5369
275,1.0-2.0,CI.JPLS,-118.173683,34.205299,0.29,32.499,1,-118.1735,34.2056,865.5921
276,1.0-2.0,CI.JTH,-116.037849,34.126438,0.05,188.496,1,-116.0375,34.1256,635.743
277,1.0-2.0,CI.JVA,-116.612663,34.366219,0.1,94.248,1,-116.6135,34.3656,386.8584
278,1.0-2.0,CI.KML,-117.879089,33.597382,0.12,78.54,1,-117.8795,33.5976,897.9181
279,1.0-2.0,CI.KYV,-116.173401,33.925449,0.19,49.604,1,-116.1735,33.9256,528.5754
280,1.0-2.0,CI.LAF,-118.331429,33.868889,0.05,188.496,1,-118.3315,33.8696,290.8454
281,1.0-2.0,CI.LAT,-118.776428,34.044491,0.23,40.977,1,-118.7755,34.0436,668.0
282,1.0-2.0,CI.LCG,-118.377937,34.000332,0.26,36.249,1,-118.3775,33.9996,333.5768
283,1.0-2.0,CI.LCP,-120.279961,34.735512,0.16,58.905,1,-120.2794,34.7356,362.6299
284,1.0-2.0,CI.LDF,-115.184158,35.130661,0.1,94.248,1,-115.1835,35.1316,451.6077
285,1.0-2.0,CI.LDR,-118.34156,34.990601,0.15,62.832,1,-118.3415,34.9916,412.937
286,1.0-2.0,CI.LFP,-118.488052,34.30529,0.11,85.68,1,-118.4875,34.3056,547.4803
287,1.0-2.0,CI.LGB,-118.149178,33.9753,0.15,62.832,1,-118.1495,33.9756,351.9163
288,1.0-2.0,CI.LJR,-118.867752,34.807621,0.22,42.84,1,-118.8674,34.8076,478.1982
289,1.0-2.0,CI.LKH,-116.758759,33.235981,0.04,235.619,1,-116.7595,33.2356,705.337
290,1.0-2.0,CI.LLS,-117.943039,33.684471,0.18,52.36,1,-117.9435,33.6836,240.4595
291,1.0-2.0,CI.LMH,-117.39135,33.744179,0.04,235.619,1,-117.3915,33.7436,598.1035
292,1.0-2.0,CI.LMY,-119.103912,34.733166,0.08,117.81,1,-119.1034,34.7336,279.8155
293,1.0-2.0,CI.LOC,-120.446899,34.690735,0.01,942.478,1,-120.4474,34.6916,298.2437
294,1.0-2.0,CI.LPC,-117.546417,34.314781,0.18,52.36,1,-117.5455,34.3156,505.3947
295,1.0-2.0,CI.LRR2,-118.029984,34.527061,0.24,39.27,1,-118.0295,34.5276,513.2831
296,1.0-2.0,CI.LTP,-118.175682,33.8811,0.07,134.64,1,-118.1755,33.8816,244.3836
297,1.0-2.0,CI.LUC2,-116.964233,34.456379,0.13,72.498,1,-116.9635,34.4556,329.195
298,1.0-2.0,CI.LUG,-117.366829,34.365601,0.19,49.604,1,-117.3675,34.3656,365.5526
299,1.0-2.0,CI.LUS,-117.163048,33.013748,0.05,188.496,1,-117.1635,33.0136,533.324
300,1.0-2.0,CI.LVO,-119.883873,34.555798,0.13,72.498,1,-119.8834,34.5556,540.1453
301,1.0-2.0,CI.LVY,-119.156357,34.17408,0.13,72.498,1,-119.1554,34.1736,239.4485
302,1.0-2.0,CI.MCT,-116.040733,34.226452,0.42,22.44,1,-116.0415,34.2256,1232.5798
303,1.0-2.0,CI.MGE,-116.368736,33.818409,0.41,22.987,1,-116.3695,33.8176,226.061
304,1.0-2.0,CI.MLAC,-118.836052,37.630192,0.07,134.64,1,-118.8354,35.9995,614.3361
305,1.0-2.0,CI.MLS,-117.561623,34.004601,0.13,72.498,1,-117.5615,34.0056,356.3241
306,1.0-2.0,CI.MOP,-118.904694,34.28096,0.05,188.496,1,-118.9054,34.2816,267.7883
307,1.0-2.0,CI.MOR,-117.139931,33.50388,0.07,134.64,1,-117.1395,33.5036,579.7398
308,1.0-2.0,CI.MPI,-119.145302,34.81258,0.01,942.478,1,-119.1454,34.8116,785.0
309,1.0-2.0,CI.MPP,-119.813622,34.888481,0.07,134.64,1,-119.8134,34.8876,528.0
310,1.0-2.0,CI.MSC,-116.647949,34.038521,0.14,67.32,1,-116.6475,34.0376,651.0
311,1.0-2.0,CI.MSJ,-116.967888,33.80801,0.05,188.496,1,-116.9675,33.8076,224.7632
312,1.0-2.0,CI.NBS,-116.557983,34.78035,0.17,55.44,1,-116.5575,34.7796,553.2501
313,1.0-2.0,CI.NCH,-119.67395,34.942699,0.01,942.478,1,-119.6734,34.9436,392.9313
314,1.0-2.0,CI.NEE2,-114.618813,34.76759,0.13,72.498,1,-114.6196,34.7676,413.5103
315,1.0-2.0,CI.NJQ,-120.177368,34.534119,0.16,58.905,1,-120.1774,34.5336,472.0453
316,1.0-2.0,CI.NSS2,-115.945862,33.555531,0.61,15.45,1,-115.9455,33.5556,351.7116
317,1.0-2.0,CI.OAT,-118.614418,34.343609,0.14,67.32,1,-118.6135,34.3436,522.0
318,1.0-2.0,CI.OCP,-116.01931,32.747551,0.03,314.159,1,-116.0195,32.7476,474.0424
319,1.0-2.0,CI.OLI,-117.923721,33.945389,0.06,157.08,1,-117.9235,33.9456,310.3732
320,1.0-2.0,CI.OLP,-116.930191,32.607712,0.54,17.453,1,-116.9295,32.6076,482.9911
321,1.0-2.0,CI.OSI,-118.723503,34.614498,0.1,94.248,1,-118.7235,34.6136,437.0795
322,1.0-2.0,CI.PALA,-117.031822,33.38905,0.03,314.159,1,-117.0315,33.3896,602.2556
323,1.0-2.0,CI.PDE,-118.582153,34.44199,0.26,36.249,1,-118.5815,34.4416,287.9312
324,1.0-2.0,CI.PDM,-114.141518,34.30336,0.23,40.977,1,-114.1416,34.3036,748.0482
325,1.0-2.0,CI.PDU,-117.638077,34.120701,0.04,235.619,1,-117.6375,34.1216,505.5915
326,1.0-2.0,CI.PEM,-117.870087,34.166889,0.17,55.44,1,-117.8695,34.1676,398.0
327,1.0-2.0,CI.PER,-117.205292,33.861641,0.05,188.496,1,-117.2055,33.8616,563.058
328,1.0-2.0,CI.PGA,-117.063499,33.491402,0.02,471.239,1,-117.0635,33.4916,445.2465
329,1.0-2.0,CI.PLM,-116.862648,33.353611,0.24,39.27,1,-116.8635,33.3536,464.3074
330,1.0-2.0,CI.PLR,-115.977745,33.173489,0.2,47.124,1,-115.9775,33.1736,754.7418
331,1.0-2.0,CI.PLS,-117.609062,33.7953,0.16,58.905,1,-117.6095,33.7956,560.0
332,1.0-2.0,CI.POB2,-116.92382,33.68708,0.08,117.81,1,-116.9235,33.6876,564.0
333,1.0-2.0,CI.POP,-118.394028,34.728497,0.12,78.54,1,-118.3935,34.7276,465.7107
334,1.0-2.0,CI.PSD,-116.550262,33.823929,0.23,40.977,1,-116.5495,33.8236,704.0178
335,1.0-2.0,CI.PSR,-117.807091,34.091808,0.15,62.832,1,-117.8075,34.0916,516.0885
336,1.0-2.0,CI.PTD,-118.806862,34.004429,0.31,30.403,1,-118.8075,34.0036,422.9087
337,1.0-2.0,CI.PUT,-117.969193,34.691151,0.2,47.124,1,-117.9695,34.6916,349.6158
338,1.0-2.0,CI.QAD,-119.609261,34.423672,0.14,67.32,1,-119.6094,34.4236,399.1582
339,1.0-2.0,CI.QLC,-119.974251,35.04084,0.53,17.783,1,-119.9734,35.0416,350.9268
340,1.0-2.0,CI.RAG,-116.15139,34.682892,0.34,27.72,1,-116.1515,34.6836,560.2457
341,1.0-2.0,CI.RCR,-116.309601,33.36237,0.36,26.18,1,-116.3095,33.3616,878.0
342,1.0-2.0,CI.RHC2,-118.013329,34.00095,0.19,49.604,1,-118.0135,34.0016,538.0756
343,1.0-2.0,CI.RIN,-118.479248,34.28196,0.12,78.54,1,-118.4795,34.2816,332.5385
344,1.0-2.0,CI.RIO,-117.979561,34.104729,0.17,55.44,1,-117.9795,34.1056,510.6449
345,1.0-2.0,CI.RKMO,-117.609467,33.67421,0.21,44.88,1,-117.6095,33.6736,545.2014
346,1.0-2.0,CI.RPV,-118.404121,33.743462,0.11,85.68,1,-118.4035,33.7436,588.9749
347,1.0-2.0,CI.RRC,-117.989861,35.372879,0.02,471.239,1,-117.9895,35.3735,525.321
348,1.0-2.0,CI.RRX,-116.996811,34.874989,0.28,33.66,1,-116.9975,34.8756,370.7848
349,1.0-2.0,CI.RSI,-120.208679,34.85191,0.23,40.977,1,-120.2094,34.8516,355.4759
350,1.0-2.0,CI.RSS,-117.326736,33.97327,0.4,23.562,1,-117.3275,33.9736,349.9617
351,1.0-2.0,CI.RUN,-114.978088,32.972221,0.41,22.987,1,-114.9775,32.9716,447.5251
352,1.0-2.0,CI.RVR,-117.37545,33.993511,0.12,78.54,1,-117.3755,33.9936,565.4113
353,1.0-2.0,CI.RXH,-115.622566,33.183128,0.31,30.403,1,-115.6235,33.1816,175.4037
354,1.0-2.0,CI.RYS,-119.352242,34.64341,0.24,39.27,1,-119.3514,34.6436,827.0
355,1.0-2.0,CI.SAL,-115.985847,33.280102,0.21,44.88,1,-115.9855,33.2796,259.2987
356,1.0-2.0,CI.SBC,-119.71492,34.440762,0.09,104.72,1,-119.7154,34.4416,460.373
357,1.0-2.0,CI.SBI,-119.029861,33.480461,0.05,188.496,1,-119.0294,33.4796,676.9326
358,1.0-2.0,CI.SBPX,-117.23484,34.232399,0.01,942.478,1,-117.2355,34.2316,664.0
359,1.0-2.0,CI.SCI2,-118.546967,32.9799,0.02,471.239,1,-118.5475,32.9796,500.4235
360,1.0-2.0,CI.SDD,-117.661713,33.552589,0.11,85.68,1,-117.6615,33.5516,416.2189
361,1.0-2.0,CI.SDG,-117.138046,32.784,0.19,49.604,1,-117.1375,32.7836,455.6001
362,1.0-2.0,CI.SDR,-116.942413,32.735611,0.09,104.72,1,-116.9415,32.7356,681.5218
363,1.0-2.0,CI.SGL,-115.726379,32.64933,0.15,62.832,1,-115.7255,32.6496,519.6075
364,1.0-2.0,CI.SHO,-116.275299,35.899529,0.1,94.248,1,-116.2755,35.8995,377.7288
365,1.0-2.0,CI.SLB,-115.866432,33.485191,0.26,36.249,1,-115.8655,33.4856,292.407
366,1.0-2.0,CI.SLH,-116.25399,33.192692,0.1,94.248,1,-116.2535,33.1936,404.2763
367,1.0-2.0,CI.SLM,-118.422668,34.452271,0.1,94.248,1,-118.4235,34.4516,474.2629
368,1.0-2.0,CI.SLR,-116.797371,33.833591,0.22,42.84,1,-116.7975,33.8336,539.0
369,1.0-2.0,CI.SMF2,-118.446274,34.022011,0.17,55.44,1,-118.4455,34.0216,366.6461
370,1.0-2.0,CI.SMI,-120.351318,34.038181,0.15,62.832,1,-120.3514,34.0376,452.6376
371,1.0-2.0,CI.SMW,-120.409973,35.011082,0.28,33.66,1,-120.4094,35.0116,674.936
372,1.0-2.0,CI.SNO,-116.807777,34.035149,0.15,62.832,1,-116.8075,34.0356,819.0
373,1.0-2.0,CI.SOC,-117.580132,33.387611,0.09,104.72,1,-117.5795,33.3876,478.534
374,1.0-2.0,CI.SOL2,-118.289001,34.436001,0.23,40.977,1,-118.2895,34.4356,580.6598
375,1.0-2.0,CI.SPF,-118.646141,34.05933,0.26,36.249,1,-118.6455,34.0596,705.0
376,1.0-2.0,CI.SRN,-117.789383,33.828541,0.13,72.498,1,-117.7895,33.8276,340.4983
377,1.0-2.0,CI.SRT,-117.750511,35.692348,0.08,117.81,1,-117.7515,35.6915,422.0535
378,1.0-2.0,CI.STC,-119.18676,34.30302,0.13,72.498,1,-119.1874,34.3036,317.2422
379,1.0-2.0,CI.STS,-118.198776,33.790329,0.12,78.54,1,-118.1995,33.7896,246.8506
380,1.0-2.0,CI.SUN,-117.693939,34.21048,0.29,32.499,1,-117.6935,34.2096,900.0
381,1.0-2.0,CI.SVD,-117.098221,34.106468,0.08,117.81,1,-117.0975,34.1056,624.0
382,1.0-2.0,CI.SWP,-116.097183,32.79184,0.05,188.496,1,-116.0975,32.7916,461.4176
383,1.0-2.0,CI.SWS,-115.799881,32.94508,0.35,26.928,1,-115.7995,32.9456,469.3636
384,1.0-2.0,CI.SYP,-119.97834,34.527748,0.11,85.68,1,-119.9774,34.5276,600.0
385,1.0-2.0,CI.TA2,-117.678223,34.38203,0.23,40.977,1,-117.6775,34.3816,595.0
386,1.0-2.0,CI.THM,-116.077339,33.650661,0.13,72.498,1,-116.0775,33.6516,412.7556
387,1.0-2.0,CI.TIN,-118.230087,37.054218,0.12,78.54,1,-118.2295,35.9995,895.024
388,1.0-2.0,CI.TOW2,-117.764877,35.808559,0.03,314.159,1,-117.7655,35.8095,605.7896
389,1.0-2.0,CI.TPO,-118.228638,34.87883,0.23,40.977,1,-118.2295,34.8796,504.8633
390,1.0-2.0,CI.TUQ,-115.923889,35.435841,0.01,942.478,1,-115.9235,35.4355,538.1359
391,1.0-2.0,CI.VCS,-118.117813,34.483719,0.01,942.478,1,-118.1175,34.4836,385.525
392,1.0-2.0,CI.VDJ,-114.571449,34.189861,0.22,42.84,1,-114.5716,34.1896,859.1379
393,1.0-2.0,CI.VOG,-119.382263,36.32098,0.01,942.478,1,-119.3814,35.9995,212.7145
394,1.0-2.0,CI.VTV,-117.329597,34.56065,0.01,942.478,1,-117.3295,34.5616,455.5627
395,1.0-2.0,CI.WBS,-118.14035,35.53664,0.62,15.201,1,-118.1395,35.5375,599.0
396,1.0-2.0,CI.WES,-115.731613,32.759041,0.22,42.84,1,-115.7315,32.7596,241.9547
397,1.0-2.0,CI.WGR,-119.274071,34.510849,0.55,17.136,1,-119.2734,34.5116,734.0
398,1.0-2.0,CI.WMD,-115.581909,33.038261,0.02,471.239,1,-115.5815,33.0376,205.9027
399,1.0-2.0,CI.WMF,-117.854858,36.11758,0.15,62.832,1,-117.8555,35.9995,669.7823
400,1.0-2.0,CI.WOR,-118.242462,35.695629,0.31,30.403,1,-118.2415,35.6955,614.0
401,1.0-2.0,CI.WSS,-118.649712,34.1717,0.08,117.81,1,-118.6495,34.1716,328.1622
402,1.0-2.0,CI.WTT2,-118.255386,33.948669,0.2,47.124,1,-118.2555,33.9496,266.2565
403,1.0-2.0,CI.WWC,-116.40876,33.940681,0.02,471.239,1,-116.4095,33.9416,690.8995
404,1.0-2.0,CI.XTL2,-117.862488,34.295959,0.12,78.54,1,-117.8615,34.2956,826.0
405,1.0-2.0,CI.YEG2,-119.963058,35.438309,0.36,26.18,1,-119.9634,35.4375,496.6691
406,2.0-4.0,CI.ALP,-118.299461,34.68708,0.11,171.36,1,-118.2995,34.6876,346.61
407,2.0-4.0,CI.ARV,-118.830093,35.1269,0.67,28.134,1,-118.8294,35.1276,350.1552
408,2.0-4.0,CI.BBR,-116.920753,34.262299,0.17,110.88,1,-116.9215,34.2616,355.069
409,2.0-4.0,CI.BBS,-116.980583,33.921391,0.46,40.977,1,-116.9815,33.9216,341.0904
410,2.0-4.0,CI.BCW,-119.413132,34.94009,1.1,17.136,1,-119.4134,34.9396,359.1823
411,2.0-4.0,CI.BFS,-117.658531,34.238831,0.28,67.32,1,-117.6595,34.2396,900.0
412,2.0-4.0,CI.BHP,-118.36171,33.990528,0.01,1884.956,1,-118.3615,33.9896,308.8676
413,2.0-4.0,CI.BLC,-118.673119,34.243561,0.4,47.124,1,-118.6735,34.2436,546.5072
414,2.0-4.0,CI.BLY,-114.52375,33.750301,0.21,89.76,1,-114.5236,33.7496,506.3247
415,2.0-4.0,CI.BRE,-117.981163,33.807758,0.2,94.248,1,-117.9815,33.8076,231.8967
416,2.0-4.0,CI.BTP,-118.573982,34.68224,0.05,376.991,1,-118.5735,34.6816,589.0
417,2.0-4.0,CI.CAR,-119.845833,35.308189,0.56,33.66,1,-119.8454,35.3076,333.844
418,2.0-4.0,CI.CCA,-118.016487,35.152519,0.01,1884.956,1,-118.0155,35.1516,504.993
419,2.0-4.0,CI.CCC,-117.364532,35.524948,0.18,104.72,1,-117.3655,35.5255,430.8667
420,2.0-4.0,CI.CDM,-119.341438,34.368549,0.26,72.498,1,-119.3414,34.3676,479.1832
421,2.0-4.0,CI.CGO,-117.802948,36.5504,0.37,50.945,1,-117.8035,35.9995,568.413
422,2.0-4.0,CI.CHI,-119.222443,34.181561,0.18,104.72,1,-119.2234,34.1816,257.1536
423,2.0-4.0,CI.CHK,-118.971184,34.067135,1.04,18.125,1,-118.9714,34.0676,756.0
424,2.0-4.0,CI.CHL,-117.683685,33.910843,0.19,99.208,1,-117.6835,33.9116,485.7091
425,2.0-4.0,CI.CHR,-119.392693,34.729019,0.65,28.999,1,-119.3934,34.7296,370.2325
426,2.0-4.0,CI.CIA,-118.415024,33.401897,2.71,6.956,1,-118.4155,33.4016,505.574
427,2.0-4.0,CI.CJM,-117.424477,34.271172,0.37,50.945,1,-117.4235,34.2716,723.0
428,2.0-4.0,CI.CJV2,-118.144501,34.529781,0.26,72.498,1,-118.1455,34.5296,693.0
429,2.0-4.0,CI.CKP,-114.890404,33.555069,0.05,376.991,1,-114.8896,33.5556,369.2024
430,2.0-4.0,CI.CLO,-119.008911,34.220379,0.31,60.805,1,-119.0094,34.2196,299.9851
431,2.0-4.0,CI.CLT,-117.316872,34.092838,0.46,40.977,1,-117.3175,34.0936,268.8243
432,2.0-4.0,CI.CPT2,-117.32502,33.341831,0.15,125.664,1,-117.3255,33.3416,485.7788
433,2.0-4.0,CI.CRG,-119.724861,35.242199,0.52,36.249,1,-119.7254,35.2416,611.531
434,2.0-4.0,CI.CRR,-115.969177,32.886822,0.11,171.36,1,-115.9695,32.8876,442.7647
435,2.0-4.0,CI.CRY,-119.628098,34.778252,0.64,29.452,1,-119.6274,34.7776,750.0
436,2.0-4.0,CI.CTC,-115.990059,33.655159,0.18,104.72,1,-115.9895,33.6556,392.9432
437,2.0-4.0,CI.CTW,-115.872139,33.67728,0.72,26.18,1,-115.8715,33.6776,453.8113
438,2.0-4.0,CI.CVW,-118.939133,34.922169,0.36,52.36,1,-118.9394,34.9216,900.0
439,2.0-4.0,CI.CWP,-117.557747,33.557976,0.34,55.44,1,-117.5575,33.5576,546.6932
440,2.0-4.0,CI.CZN,-116.784088,33.91375,0.01,1884.956,1,-116.7835,33.9136,559.7493
441,2.0-4.0,CI.DAN,-115.381149,34.637451,0.44,42.84,1,-115.3815,34.6376,474.0194
442,2.0-4.0,CI.DEC,-118.333832,34.253529,0.35,53.856,1,-118.3335,34.2536,486.3673
443,2.0-4.0,CI.DEV,-116.577942,33.93597,0.29,64.998,1,-116.5775,33.9356,500.5821
444,2.0-4.0,CI.DGR,-117.009468,33.650009,0.32,58.905,1,-117.0095,33.6496,558.4363
445,2.0-4.0,CI.DLA,-118.096237,33.848221,0.18,104.72,1,-118.0955,33.8476,237.8214
446,2.0-4.0,CI.DNR,-116.630562,33.566669,0.49,38.468,1,-116.6315,33.5676,385.9803
447,2.0-4.0,CI.DZA,-116.774773,32.606571,0.27,69.813,1,-116.7755,32.6056,702.5541
448,2.0-4.0,CI.EOC,-119.769409,34.450291,0.12,157.08,1,-119.7694,34.4496,552.4824
449,2.0-4.0,CI.ERR,-115.82267,33.116749,0.4,47.124,1,-115.8235,33.1176,218.6029
450,2.0-4.0,CI.FDR,-118.934334,35.64262,0.02,942.478,1,-118.9334,35.6435,409.2831
451,2.0-4.0,CI.FHO,-116.935883,34.093552,0.26,72.498,1,-116.9355,34.0936,608.0
452,2.0-4.0,CI.FMP,-118.293808,33.712639,0.29,64.998,1,-118.2935,33.7136,293.6031
453,2.0-4.0,CI.FOX2,-118.240463,34.733898,0.17,110.88,1,-118.2395,34.7336,369.0501
454,2.0-4.0,CI.FRK,-115.638351,33.402088,0.22,85.68,1,-115.6375,33.4016,271.6586
455,2.0-4.0,CI.FUR,-116.86322,36.46703,0.25,75.398,1,-116.8635,35.9995,448.282
456,2.0-4.0,CI.GATR,-120.50235,34.552662,0.34,55.44,1,-120.5014,34.5536,652.8488
457,2.0-4.0,CI.GDF,-118.916763,34.479301,1.03,18.301,1,-118.9174,34.4796,430.7522
458,2.0-4.0,CI.GFS,-120.214355,34.476604,0.55,34.272,1,-120.2134,34.4776,668.0
459,2.0-4.0,CI.GLA,-114.827057,33.051491,0.12,157.08,1,-114.8276,33.0516,517.0
460,2.0-4.0,CI.GOR,-117.22921,33.153702,0.03,628.319,1,-117.2295,33.1536,570.0671
461,2.0-4.0,CI.GOU,-118.188339,34.221191,0.39,48.332,1,-118.1875,34.2216,537.1341
462,2.0-4.0,CI.GR2,-118.30024,34.11816,0.41,45.975,1,-118.2995,34.1176,722.2737
463,2.0-4.0,CI.GRA,-117.366211,36.996078,0.22,85.68,1,-117.3655,35.9995,900.0
464,2.0-4.0,CI.HAR,-117.299088,35.011398,0.31,60.805,1,-117.2995,35.0116,318.7851
465,2.0-4.0,CI.HDH,-118.639992,34.775291,0.36,52.36,1,-118.6395,34.7756,417.9498
466,2.0-4.0,CI.HEC,-116.334999,34.829399,0.15,125.664,1,-116.3355,34.8296,682.2791
467,2.0-4.0,CI.HHL,-119.748581,34.600796,0.52,36.249,1,-119.7494,34.6016,900.0
468,2.0-4.0,CI.HIW,-115.384232,35.039982,0.11,171.36,1,-115.3835,35.0396,701.6073
469,2.0-4.0,CI.HLL,-118.359673,34.17643,0.15,125.664,1,-118.3595,34.1756,321.7057
470,2.0-4.0,CI.HMT2,-117.001526,33.708115,0.51,36.96,1,-117.0015,33.7076,606.0889
471,2.0-4.0,CI.HOL,-117.84539,34.458309,0.24,78.54,1,-117.8455,34.4576,531.4061
472,2.0-4.0,CI.HRV,-118.804398,34.727112,0.42,44.88,1,-118.8035,34.7276,429.4182
473,2.0-4.0,CI.HYS,-117.569748,34.865318,0.01,1884.956,1,-117.5695,34.8656,423.8865
474,2.0-4.0,CI.IDO,-116.221519,33.79678,0.17,110.88,1,-116.2215,33.7976,506.0
475,2.0-4.0,CI.IPT,-117.284981,34.19701,0.26,72.498,1,-117.2855,34.1976,706.0
476,2.0-4.0,CI.JEM,-116.597549,33.080978,1.09,17.293,1,-116.5975,33.0816,500.7423
477,2.0-4.0,CI.JNH2,-117.955406,34.44894,0.01,1884.956,1,-117.9555,34.4496,606.5369
478,2.0-4.0,CI.JPLS,-118.173683,34.205299,0.34,55.44,1,-118.1735,34.2056,865.5921
479,2.0-4.0,CI.JTH,-116.037849,34.126438,0.34,55.44,1,-116.0375,34.1256,635.743
480,2.0-4.0,CI.JVA,-116.612663,34.366219,0.52,36.249,1,-116.6135,34.3656,386.8584
481,2.0-4.0,CI.KML,-117.879089,33.597382,0.51,36.96,1,-117.8795,33.5976,897.9181
482,2.0-4.0,CI.KYV,-116.173401,33.925449,0.31,60.805,1,-116.1735,33.9256,528.5754
483,2.0-4.0,CI.LAF,-118.331429,33.868889,0.14,134.64,1,-118.3315,33.8696,290.8454
484,2.0-4.0,CI.LAT,-118.776428,34.044491,0.65,28.999,1,-118.7755,34.0436,668.0
485,2.0-4.0,CI.LCG,-118.377937,34.000332,0.08,235.619,1,-118.3775,33.9996,333.5768
486,2.0-4.0,CI.LCP,-120.279961,34.735512,0.28,67.32,1,-120.2794,34.7356,362.6299
487,2.0-4.0,CI.LDF,-115.184158,35.130661,0.06,314.159,1,-115.1835,35.1316,451.6077
488,2.0-4.0,CI.LDR,-118.34156,34.990601,0.22,85.68,1,-118.3415,34.9916,412.937
489,2.0-4.0,CI.LFP,-118.488052,34.30529,0.35,53.856,1,-118.4875,34.3056,547.4803
490,2.0-4.0,CI.LGB,-118.149178,33.9753,0.18,104.72,1,-118.1495,33.9756,351.9163
491,2.0-4.0,CI.LJR,-118.867752,34.807621,0.49,38.468,1,-118.8674,34.8076,478.1982
492,2.0-4.0,CI.LKH,-116.758759,33.235981,0.57,33.069,1,-116.7595,33.2356,705.337
493,2.0-4.0,CI.LLS,-117.943039,33.684471,0.47,40.105,1,-117.9435,33.6836,240.4595
494,2.0-4.0,CI.LMH,-117.39135,33.744179,0.5,37.699,1,-117.3915,33.7436,598.1035
495,2.0-4.0,CI.LMY,-119.103912,34.733166,0.87,21.666,1,-119.1034,34.7336,279.8155
496,2.0-4.0,CI.LOC,-120.446899,34.690735,0.5,37.699,1,-120.4474,34.6916,298.2437
497,2.0-4.0,CI.LPC,-117.546417,34.314781,0.17,110.88,1,-117.5455,34.3156,505.3947
498,2.0-4.0,CI.LRR2,-118.029984,34.527061,0.08,235.619,1,-118.0295,34.5276,513.2831
499,2.0-4.0,CI.LTP,-118.175682,33.8811,0.49,38.468,1,-118.1755,33.8816,244.3836
500,2.0-4.0,CI.LUC2,-116.964233,34.456379,0.34,55.44,1,-116.9635,34.4556,329.195
501,2.0-4.0,CI.LUG,-117.366829,34.365601,0.44,42.84,1,-117.3675,34.3656,365.5526
502,2.0-4.0,CI.LUS,-117.163048,33.013748,0.15,125.664,1,-117.1635,33.0136,533.324
503,2.0-4.0,CI.LVO,-119.883873,34.555798,0.04,471.239,1,-119.8834,34.5556,540.1453
504,2.0-4.0,CI.LVY,-119.156357,34.17408,0.25,75.398,1,-119.1554,34.1736,239.4485
505,2.0-4.0,CI.MCT,-116.040733,34.226452,1.59,11.855,1,-116.0415,34.2256,1232.5798
506,2.0-4.0,CI.MGE,-116.368736,33.818409,0.27,69.813,1,-116.3695,33.8176,226.061
507,2.0-4.0,CI.MLAC,-118.836052,37.630192,0.41,45.975,1,-118.8354,35.9995,614.3361
508,2.0-4.0,CI.MLS,-117.561623,34.004601,0.27,69.813,1,-117.5615,34.0056,356.3241
509,2.0-4.0,CI.MOP,-118.904694,34.28096,0.13,144.997,1,-118.9054,34.2816,267.7883
510,2.0-4.0,CI.MOR,-117.139931,33.50388,0.09,209.44,1,-117.1395,33.5036,579.7398
511,2.0-4.0,CI.MPI,-119.145302,34.81258,0.61,30.901,1,-119.1454,34.8116,785.0
512,2.0-4.0,CI.MPP,-119.813622,34.888481,0.05,376.991,1,-119.8134,34.8876,528.0
513,2.0-4.0,CI.MSC,-116.647949,34.038521,0.21,89.76,1,-116.6475,34.0376,651.0
514,2.0-4.0,CI.MSJ,-116.967888,33.80801,0.17,110.88,1,-116.9675,33.8076,224.7632
515,2.0-4.0,CI.NBS,-116.557983,34.78035,0.23,81.955,1,-116.5575,34.7796,553.2501
